Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
CROMOLYN SODIUM ,CROMOLYN SODIUM ,17974,93438,106890.1,4263726.45,40698,  ,73523,84749.7,2445297.21,  ,32600,N ,N ,N ,N 
CRYSELLE ,NORGESTREL-ETHINYL ESTRADIOL ,2990,16061,19753.1,382277.05,2736,  ,103,124.3,2556.09,  ,27,N ,N ,N ,N 
CUBICIN ,DAPTOMYCIN ,6365,40478,40486.5,96450311.85,9299,  ,21028,21032.3,45581033.90,  ,5096,N ,Y ,N ,N 
CUPRIMINE ,PENICILLAMINE ,407,2313,3048.2,29521340.78,447,  ,1322,1864.3,17090354.00,  ,278,N ,N ,N ,N 
CURAD GAUZE PADS ,GAUZE BANDAGE ,18,39,39.7,360.16,16,  ,20,20.7,199.14,* ,,N ,N ,N ,N 
CURITY ,GAUZE BANDAGE ,25,47,49.7,227.07,28,# ,,,,# ,,N ,N ,N ,N 
CURITY ALCOHOL PREPS ,ALCOHOL ANTISEPTIC PADS ,713,2436,3477.9,6787.72,910,  ,1608,2294.7,4482.38,  ,575,N ,N ,N ,N 
CUTIVATE ,FLUTICASONE PROPIONATE ,41,58,76.8,61254.40,41,# ,,,,# ,,N ,N ,N ,N 
CUVPOSA ,GLYCOPYRROLATE ,486,1614,1718,666911.45,461,  ,666,726,215107.88,  ,283,N ,N ,N ,N 
CYANOCOBALAMIN INJECTION ,CYANOCOBALAMIN (VITAMIN B-12) ,2449,14988,22568.8,216647.46,3984,  ,13612,20338.1,193995.74,  ,3578,N ,N ,N ,N 
CYCLAFEM ,NORETHINDRONE-ETHINYL ESTRAD ,1951,10331,12752.1,244745.68,1743,  ,49,78.9,1455.46,  ,17,N ,N ,N ,N 
CYCLOBENZAPRINE HCL ,CYCLOBENZAPRINE HCL ,352222,4058505,4512092.5,65493945.77,1396824,  ,1270056,1487617.9,27417185.38,  ,581461,N ,N ,Y ,N 
CYCLOGYL ,CYCLOPENTOLATE HCL ,684,1191,1492.7,54269.31,946,  ,967,1221.9,41967.13,  ,800,N ,N ,N ,N 
CYCLOMYDRIL ,CYCLOPENTOLATE/PHENYLEPHRINE ,11,19,19,646.60,13,# ,,,,# ,,N ,N ,N ,N 
CYCLOPENTOLATE HCL ,CYCLOPENTOLATE HCL ,5939,20594,24554.2,383988.07,15327,  ,17795,21209.5,327040.38,  ,13480,N ,N ,N ,N 
CYCLOPHOSPHAMIDE ,CYCLOPHOSPHAMIDE ,2798,10588,11888.6,6864271.96,2934,  ,8371,9447.8,5348330.59,  ,2339,N ,N ,N ,N 
CYCLOSERINE ,CYCLOSERINE ,34,156,164.1,333438.53,36,  ,126,132,192104.89,  ,24,N ,N ,N ,N 
CYCLOSET ,BROMOCRIPTINE MESYLATE ,1274,9171,13730.4,4320263.82,1896,  ,7722,11856,3704818.65,  ,1626,N ,N ,N ,N 
CYCLOSPORINE ,CYCLOSPORINE ,2968,12733,16238.7,5463635.63,2826,  ,8399,10911,3496723.97,  ,1920,N ,N ,N ,N 
CYCLOSPORINE ,"CYCLOSPORINE, MODIFIED ",227,761,889,191168.56,204,  ,502,582.1,113359.72,  ,138,N ,N ,N ,N 
CYCLOSPORINE MODIFIED ,"CYCLOSPORINE, MODIFIED ",6832,45560,60705.4,7930962.16,8054,  ,29794,40544.2,5097955.68,  ,5473,N ,N ,N ,N 
GUANIDINE HCL ,GUANIDINE HCL ,,34,40.8,1944.51,,# ,,,,# ,,N ,N ,N ,N 
CYMBALTA ,DULOXETINE HCL ,23664,114407,148712.1,41571695.46,23992,  ,65003,89015.4,23679234.23,  ,14223,N ,N ,N ,N 
CYPROHEPTADINE HCL ,CYPROHEPTADINE HCL ,29013,143378,159345.5,5653295.05,48922,  ,86832,98444.6,3398608.23,  ,31817,N ,N ,Y ,N 
CYRAMZA ,RAMUCIRUMAB ,76,438,438,3116145.98,97,  ,383,383,2774591.68,  ,86,N ,N ,N ,N 
CYSTADANE ,BETAINE ,73,645,687.6,1491649.26,64,  ,77,88.4,142485.85,* ,,N ,N ,N ,N 
CYSTAGON ,CYSTEAMINE BITARTRATE ,49,213,275.8,79359.94,41,  ,16,16,1202.56,* ,,N ,N ,N ,N 
CYSTARAN ,CYSTEAMINE HCL ,55,364,390.4,1533983.19,56,  ,11,11,44765.94,* ,,N ,N ,N ,N 
CYTARABINE ,CYTARABINE ,,15,15,541.32,,# ,,,,# ,,N ,N ,N ,N 
CYTARABINE ,CYTARABINE/PF ,62,170,170.4,7000.22,68,  ,144,144.4,4183.58,# ,,N ,N ,N ,N 
CYTOGAM ,CYTOMEGALOVIRUS IMMUNE GLOBULN ,11,48,48,299093.85,13,  ,13,13,69818.73,* ,,N ,N ,N ,N 
CYTOMEL ,LIOTHYRONINE SODIUM ,3607,19494,32171.2,1982144.65,4099,  ,16209,27279.1,1612612.00,  ,3434,N ,N ,N ,N 
CYTOTEC ,MISOPROSTOL ,46,176,245.7,74987.81,46,  ,137,198.7,42751.66,# ,,N ,N ,N ,N 
CYTOVENE ,GANCICLOVIR SODIUM ,18,44,44,33691.82,16,  ,16,16,11554.96,* ,,N ,N ,N ,N 
CYTRA-2 ,CITRIC ACID/SODIUM CITRATE ,305,455,514.3,19198.23,331,  ,349,401.4,14183.46,  ,252,N ,N ,N ,N 
CYTRA-3 ,SOD/POT/K CIT/SOD CIT/CIT ACID ,46,51,74.4,6303.63,46,  ,34,55.1,4711.83,  ,31,N ,N ,N ,N 
CYTRA-K ,POTASSIUM CITRATE/CITRIC ACID ,429,729,1124.8,71975.61,461,  ,571,939,57848.82,  ,371,N ,N ,N ,N 
DACARBAZINE ,DACARBAZINE ,13,34,34,2657.20,15,# ,,,,# ,,N ,N ,N ,N 
DACOGEN ,DECITABINE ,18,39,39,346869.16,21,# ,,,,# ,,N ,N ,N ,N 
DAKLINZA ,DACLATASVIR DIHYDROCHLORIDE ,1389,5266,5275.7,111737781.83,1983,  ,1707,1714.1,36377815.47,  ,643,N ,N ,N ,N 
DALIRESP ,ROFLUMILAST ,36567,359337,438546.6,107394162.36,65423,  ,260286,321876.2,77882736.82,  ,48304,N ,N ,N ,N 
DALVANCE ,DALBAVANCIN HCL ,58,191,191,451745.55,79,  ,95,95,235634.26,  ,41,N ,Y ,N ,N 
DANAZOL ,DANAZOL ,2046,9995,12855,2634872.18,2088,  ,8034,10561,2076267.73,  ,1684,N ,N ,N ,N 
DANTRIUM ,DANTROLENE SODIUM ,81,382,463.4,69491.40,69,  ,118,123.3,12643.33,  ,15,N ,N ,N ,N 
DANTROLENE SODIUM ,DANTROLENE SODIUM ,6180,44576,51579.8,4967027.80,6221,  ,12353,14858.7,1171730.70,  ,1981,N ,N ,N ,N 
DAPSONE ,DAPSONE ,17498,99211,124256.2,4887309.88,21289,  ,55956,75483.6,3147542.56,  ,12611,N ,N ,N ,N 
DAPTACEL DTAP ,"DIPH,PERTUSS(ACELL),TET PED/PF ",150,199,201.4,13357.37,195,  ,174,176.4,11969.65,  ,170,N ,N ,N ,N 
DARAPRIM ,PYRIMETHAMINE ,572,2415,2575.6,19384621.09,529,  ,580,653.6,3274464.05,  ,164,N ,N ,N ,N 
DARZALEX ,DARATUMUMAB ,,13,13.9,252175.50,,  ,13,13.9,252175.50,* ,,N ,N ,N ,N 
DASETTA ,NORETHINDRONE-ETHINYL ESTRAD ,1462,7417,9207.4,172444.06,1326,  ,29,57.8,1080.84,* ,,N ,N ,N ,N 
DAYPRO ,OXAPROZIN ,114,452,633.8,175737.71,97,  ,379,544.8,147231.83,  ,85,N ,N ,N ,N 
DAYSEE ,L-NORGEST/E.ESTRADION-E.ESTRAD ,283,583,1724.9,105481.72,261,* ,,,,* ,,N ,N ,N ,N 
DAYTRANA ,METHYLPHENIDATE ,504,2214,2364.2,698233.88,390,  ,412,487.2,141096.52,  ,89,N ,N ,N ,N 
DDAVP ,DESMOPRESSIN (NONREFRIGERATED) ,168,798,1069.7,984371.25,138,  ,284,383.7,264866.27,  ,62,N ,N ,N ,N 
DDAVP ,DESMOPRESSIN ACETATE ,208,894,1159.7,1215299.94,181,  ,340,492,315525.75,  ,78,N ,N ,N ,N 
DEBLITANE ,NORETHINDRONE ,451,1605,2018.9,34228.61,429,  ,40,57.9,827.91,  ,14,N ,N ,N ,N 
DECAVAC ,TETANUS AND DIPHTHERIA TOX/PF ,40,41,41,3456.40,41,  ,41,41,3456.40,  ,41,N ,N ,N ,N 
DECITABINE ,DECITABINE ,40,173,175.6,1372401.65,47,# ,,,,# ,,N ,N ,N ,N 
DEFEROXAMINE MESYLATE ,DEFEROXAMINE MESYLATE ,79,914,920.9,177261.41,86,  ,494,500.9,64505.16,  ,43,N ,N ,N ,N 
DELESTROGEN ,ESTRADIOL VALERATE ,688,1365,2712,307431.32,695,  ,639,1380.7,141862.56,  ,369,N ,N ,N ,N 
DELTASONE ,PREDNISONE ,11,15,15,61.60,11,  ,15,15,61.60,  ,11,N ,N ,N ,N 
DELZICOL ,MESALAMINE ,16463,96573,133840.2,54304642.38,19389,  ,81506,116433.3,46321328.65,  ,16441,N ,N ,N ,N 
DEMADEX ,TORSEMIDE ,455,1778,2707.8,380530.57,399,  ,1658,2518.1,347075.09,  ,360,N ,N ,N ,N 
DEMECLOCYCLINE HCL ,DEMECLOCYCLINE HCL ,6878,32704,37286.5,12118455.42,6894,  ,26848,31047.7,9556137.18,  ,5967,N ,Y ,N ,N 
DEMEROL ,MEPERIDINE HCL ,271,1057,1085.2,431391.20,184,  ,604,627.3,230009.87,  ,111,Y ,N ,Y ,N 
DEMEROL ,MEPERIDINE HCL/PF ,582,4830,4847.2,196387.04,3126,  ,2874,2884.2,96894.07,  ,2186,Y ,N ,Y ,N 
DEMSER ,METYROSINE ,27,103,119.4,2383362.80,24,  ,25,25.3,456650.49,* ,,N ,N ,N ,N 
DENAVIR ,PENCICLOVIR ,12072,21097,22767.6,16138881.96,13378,  ,14394,15790.1,10920081.55,  ,9902,N ,N ,N ,N 
DENTA 5000 PLUS ,SODIUM FLUORIDE ,16061,48962,53301,377922.06,24118,  ,39793,43749.8,303415.48,  ,20303,N ,N ,N ,N 
DENTAGEL ,SODIUM FLUORIDE ,4741,12920,14394.1,96326.49,6324,  ,10699,12070.2,78767.43,  ,5336,N ,N ,N ,N 
DEPACON ,VALPROIC ACID (AS SODIUM SALT) ,,17,17.6,59475.84,,  ,,,0.00,  ,,N ,N ,N ,N 
DEPAKENE ,VALPROIC ACID ,115,692,824.1,535562.86,92,  ,211,258.7,129692.98,  ,31,N ,N ,N ,N 
DEPAKENE ,VALPROIC ACID (AS SODIUM SALT) ,329,1919,2181,1605671.15,281,  ,110,112,55522.85,  ,58,N ,N ,N ,N 
DEPAKOTE ,DIVALPROEX SODIUM ,5047,38010,46574.7,18757772.93,4764,  ,8676,11905,3591876.80,  ,1386,N ,N ,N ,N 
DEPAKOTE ER ,DIVALPROEX SODIUM ,6220,51568,61525.4,21623524.16,6392,  ,9823,13247.6,3519593.73,  ,1563,N ,N ,N ,N 
DEPAKOTE SPRINKLE ,DIVALPROEX SODIUM ,1293,8810,9537.4,3540618.08,1196,  ,1715,1852.5,287137.43,  ,398,N ,N ,N ,N 
DEPEN ,PENICILLAMINE ,121,575,874.5,3034060.31,123,  ,433,692.5,2302497.50,  ,93,N ,N ,N ,N 
DEPLIN-ALGAL OIL ,LEVOMEFOLATE/ALGAL OIL ,,27,27,1092.81,,# ,,,,# ,,N ,N ,N ,N 
DEPO-ESTRADIOL ,ESTRADIOL CYPIONATE ,3578,9337,20485,676354.84,4105,  ,5764,12916.1,413475.01,  ,2729,N ,N ,N ,N 
DEPO-MEDROL ,METHYLPREDNISOLONE ACETATE ,2422,7343,7592.8,144174.59,5665,  ,6162,6375.6,119106.88,  ,4716,N ,N ,N ,N 
DEPO-PROVERA ,MEDROXYPROGESTERONE ACETATE ,494,1369,2119.1,456731.45,459,  ,395,433.6,160485.12,  ,108,N ,N ,N ,N 
DEPO-SUBQ PROVERA 104 ,MEDROXYPROGESTERONE ACETATE ,97,184,491.9,27247.79,88,* ,,,,* ,,N ,N ,N ,N 
DEPO-TESTOSTERONE ,TESTOSTERONE CYPIONATE ,11245,36272,54069.1,2199734.93,13149,  ,19678,31403.4,1191433.30,  ,7735,N ,N ,N ,N 
DERMA-SMOOTHE-FS ,FLUOCINOLONE ACETONIDE ,22,32,34,9336.57,22,# ,,,,# ,,N ,N ,N ,N 
DERMA-SMOOTHE-FS ,FLUOCINOLONE/SHOWER CAP ,47,60,65.7,16763.84,47,  ,48,52.2,14665.92,# ,,N ,N ,N ,N 
DERMACINRX SILAPAK ,TRIAMCINOLONE/DIMETH/SILICONE ,104,197,198,992829.79,138,  ,144,145,755180.90,  ,98,N ,N ,N ,N 
DERMASILKRX DICLOPAK ,DICLOFENAC/CAPSICUM ,15,32,32,96940.95,18,# ,,,,# ,,N ,N ,N ,N 
DERMASILKRX SDS ,TRIAMCINOLONE/DIMETH/SILICONE ,161,293,308,1420566.69,205,  ,180,191,869961.07,  ,128,N ,N ,N ,N 
DERMASORB HC ,HYDROCORTISONE/SKIN CLNSR #35 ,29,53,56,22599.41,43,  ,42,45,17889.65,# ,,N ,N ,N ,N 
DERMASORB TA ,TRIAMCINOLONE/EMOLLIENT CMB#86 ,87,144,154.7,62667.21,111,  ,114,124.7,50014.55,  ,88,N ,N ,N ,N 
DERMATOP ,PREDNICARBATE ,28,46,47,6388.03,30,# ,,,,# ,,N ,N ,N ,N 
DERMOTIC ,FLUOCINOLONE ACETONIDE OIL ,30,30,35.9,5746.09,30,# ,,,,# ,,N ,N ,N ,N 
DESFERAL ,DEFEROXAMINE MESYLATE ,,26,26,29189.53,,# ,,,,# ,,N ,N ,N ,N 
DESFERAL MESYLATE ,DEFEROXAMINE MESYLATE ,16,96,97.8,58512.25,25,  ,72,72,31239.08,# ,,N ,N ,N ,N 
DESIPRAMINE HCL ,DESIPRAMINE HCL ,18073,102462,147967.5,10903228.25,21882,  ,69645,108310.3,7591623.71,  ,15658,N ,N ,N ,N 
DESLORATADINE ,DESLORATADINE ,30479,148359,245564.7,8271526.23,44909,  ,118084,207045.7,6865577.13,  ,36647,N ,N ,N ,N 
DESMOPRESSIN ACETATE ,DESMOPRESSIN (NONREFRIGERATED) ,2773,10915,13873.7,2641048.60,2562,  ,4691,6490.8,1145025.43,  ,1292,N ,N ,N ,N 
DESMOPRESSIN ACETATE ,DESMOPRESSIN ACETATE ,24441,186054,238313.9,20233925.50,30244,  ,77716,113199.9,8371195.42,  ,16689,N ,N ,N ,N 
DESOGEN ,DESOGESTREL-ETHINYL ESTRADIOL ,,14,21.6,1449.51,,  ,,,0.00,  ,,N ,N ,N ,N 
DESOGESTR-ETH ESTRAD ETH ESTRA ,DESOG-E.ESTRADIOL/E.ESTRADIOL ,92,411,510.7,15547.54,87,* ,,,,* ,,N ,N ,N ,N 
DESOGESTREL-ETHINYL ESTRADIOL ,DESOGESTREL-ETHINYL ESTRADIOL ,684,3086,4021.6,65384.27,614,* ,,,,* ,,N ,N ,N ,N 
DESONATE ,DESONIDE ,1191,1793,1876.8,778309.26,1386,  ,1523,1592.7,651145.65,  ,1203,N ,N ,N ,N 
DESONIDE ,DESONIDE ,66605,371250,383469.4,61591271.39,229177,  ,300812,311424.1,48790462.72,  ,194935,N ,N ,N ,N 
DESOWEN ,DESONIDE ,476,689,705.3,84296.58,560,  ,631,647.3,74631.26,  ,514,N ,N ,N ,N 
DESOXIMETASONE ,DESOXIMETASONE ,44178,199295,207622.8,27365850.38,111692,  ,168275,175752.1,22568893.45,  ,97051,N ,N ,N ,N 
DESOXYN ,METHAMPHETAMINE HCL ,89,430,460.6,577354.87,74,  ,165,193.3,223968.60,  ,22,N ,N ,N ,N 
DESVENLAFAXINE ER ,DESVENLAFAXINE ,2139,9902,11530.5,1822819.03,2373,  ,5369,6556.8,995918.47,  ,1245,N ,N ,N ,N 
DESVENLAFAXINE FUMARATE ER ,DESVENLAFAXINE FUMARATE ,70,199,226.5,33713.34,72,  ,126,146,19814.96,  ,38,N ,N ,N ,N 
DETROL ,TOLTERODINE TARTRATE ,330,1074,1465.2,398761.70,315,  ,853,1204.2,313866.40,  ,261,N ,N ,N ,N 
DETROL LA ,TOLTERODINE TARTRATE ,7405,24896,34767.1,9321751.83,7321,  ,20396,28979,7654022.69,  ,6194,N ,N ,N ,N 
DEXAMETHASONE ,DEXAMETHASONE ,111442,736616,791028.4,9430168.94,373925,  ,607367,654633.8,7858086.48,  ,304611,N ,N ,N ,N 
DEXAMETHASONE INTENSOL ,DEXAMETHASONE ,822,1350,1385.3,120443.10,816,  ,1050,1083.5,91941.38,  ,632,N ,N ,N ,N 
DEXAMETHASONE SODIUM PHOSPHATE ,DEXAMETHASONE SOD PHOSPHATE ,15256,74857,78675.5,1372636.44,44979,  ,61669,65011.8,1152292.00,  ,37028,N ,N ,N ,N 
DEXAMETHASONE SODIUM PHOSPHATE ,DEXAMETHASONE SODIUM PHOSP/PF ,197,770,779.8,36548.83,401,  ,615,624.4,29627.42,  ,312,N ,N ,N ,N 
DEXEDRINE ,DEXTROAMPHETAMINE SULFATE ,459,2459,2788,3676314.86,369,  ,1200,1425.9,1756102.72,  ,198,N ,N ,N ,N 
DEXILANT ,DEXLANSOPRAZOLE ,117595,1687132,2212685.4,476168689.49,313000,  ,1212876,1625112.1,345721576.28,  ,233023,N ,N ,N ,N 
DEXMETHYLPHENIDATE HCL ,DEXMETHYLPHENIDATE HCL ,2403,10553,11325.5,686915.74,2166,  ,3722,4226.6,232698.04,  ,856,N ,N ,N ,N 
DEXMETHYLPHENIDATE HCL ER ,DEXMETHYLPHENIDATE HCL ,2016,8085,8831.9,1914550.32,1785,  ,1913,2423.9,534634.23,  ,524,N ,N ,N ,N 
DEXPAK ,DEXAMETHASONE ,1208,2013,2014.7,441507.93,1840,  ,1594,1595.6,348417.79,  ,1466,N ,N ,N ,N 
DEXTROAMPHETAMINE SULFATE ,DEXTROAMPHETAMINE SULFATE ,9419,50401,55247.5,8048323.85,8794,  ,24047,27439.4,3633324.28,  ,4579,N ,N ,N ,N 
DEXTROAMPHETAMINE SULFATE ER ,DEXTROAMPHETAMINE SULFATE ,9369,53516,60264.3,14811154.87,8109,  ,24127,29067.7,6222991.04,  ,3981,N ,N ,N ,N 
DEXTROAMPHETAMINE-AMPHET ER ,DEXTROAMPHETAMINE/AMPHETAMINE ,45112,363526,382255.4,58481407.03,55765,  ,90700,101166.6,15131853.68,  ,15669,N ,N ,N ,N 
DEXTROAMPHETAMINE-AMPHETAMINE ,DEXTROAMPHETAMINE/AMPHETAMINE ,79879,994604,1033850.9,57669404.03,140696,  ,235806,256695,13538266.99,  ,40959,N ,N ,N ,N 
DEXTROSE 5%-0.2% NACL ,DEXTROSE 5 %-0.2 % NACL ,173,502,502,10240.94,239,  ,432,432,8526.13,  ,223,N ,N ,N ,N 
DEXTROSE 5%-0.2% NACL-KCL ,POTASSIUM CHLORIDE/D5-0.2%NACL ,,17,17,530.06,13,# ,,,,# ,,N ,N ,N ,N 
DEXTROSE 5%-0.225% NACL ,DEXTROSE 5 %-0.2 % NACL ,62,160,160,3417.49,72,# ,,,,# ,,N ,N ,N ,N 
DEXTROSE 5%-0.225% NACL-KCL ,POTASSIUM CHLORIDE/D5-0.2%NACL ,,14,14,132.00,,  ,14,14,132.00,* ,,N ,N ,N ,N 
DEXTROSE 5%-0.45% NACL ,DEXTROSE 5 %-0.45 % NACL ,8046,38678,38707.9,585955.22,20670,  ,35065,35094.6,514847.61,  ,19310,N ,N ,N ,N 
DEXTROSE 5%-0.45% NACL-KCL ,POTASSIUM CHLORIDE/D5-0.45NACL ,1271,3564,3564.1,58339.86,1736,  ,2769,2769.1,39658.00,  ,1523,N ,N ,N ,N 
DEXTROSE 5%-0.9% NACL ,DEXTROSE 5 % AND 0.9 % NACL ,3584,9913,9955.6,160621.37,5702,  ,8100,8131.6,122876.41,  ,5125,N ,N ,N ,N 
DEXTROSE 5%-1/2NS-KCL ,POTASSIUM CHLORIDE/D5-0.45NACL ,288,686,689.3,15049.68,327,  ,593,593,13029.75,  ,293,N ,N ,N ,N 
DEXTROSE 5%-NS-KCL ,POTASSIUM CHLORIDE/D5-0.9%NACL ,126,317,317,8940.67,132,  ,178,178,4148.91,  ,112,N ,N ,N ,N 
DEXTROSE 5%-POTASSIUM CHLORIDE ,POTASSIUM CHLORIDE IN D5W ,78,145,145,2873.58,92,# ,,,,# ,,N ,N ,N ,N 
DEXTROSE IN LACTATED RINGERS ,DEXTROSE 5%-LACTATED RINGERS ,225,1000,1000,29405.68,488,  ,694,694,19880.53,  ,411,N ,N ,N ,N 
DEXTROSE IN WATER ,DEXTROSE 10 % IN WATER ,228,404,404,5419.14,236,  ,312,312,3369.93,  ,198,N ,N ,N ,N 
DEXTROSE IN WATER ,DEXTROSE 5 % IN WATER ,5622,23563,23581.4,528994.81,9718,  ,19010,19025.4,411214.13,  ,8423,N ,N ,N ,N 
DEXTROSE IN WATER ,DEXTROSE 50 % IN WATER ,553,830,833.3,11153.18,676,  ,659,661.7,8802.29,  ,553,N ,N ,N ,N 
DEXTROSE IN WATER ,DEXTROSE 70 % IN WATER ,1063,31342,31342,1479742.30,1504,  ,19644,19644,909290.94,  ,913,N ,N ,N ,N 
DIABETA ,GLYBURIDE ,212,673,1101.4,117187.64,179,  ,616,1008.4,103746.18,  ,164,N ,N ,Y ,N 
DIALYVITE ,"FOLIC ACID/VIT BCOMP,C ",13,33,55,222.26,13,# ,,,,# ,,N ,N ,N ,N 
DIAMOX SEQUELS ,ACETAZOLAMIDE ,248,978,1298.2,518120.78,258,  ,591,826.2,281159.34,  ,174,N ,N ,N ,N 
DIANEAL WITH 1.5% DEXTROSE ,PERIT. DIALYSIS#6 & DEX 1.5 % ,,158,158,40339.91,,  ,52,52,10056.80,* ,,N ,N ,N ,N 
DIASTAT ,DIAZEPAM ,43,83,83,44518.26,40,* ,,,,* ,,N ,N ,N ,N 
DIASTAT ACUDIAL ,DIAZEPAM ,859,2061,2075.4,1244848.54,914,  ,260,262,193944.85,  ,168,N ,N ,N ,N 
DIAZEPAM ,DIAZEPAM ,339199,4228431,4552606.7,29392405.92,1069879,  ,2198647,2448238.7,11613313.22,  ,676449,N ,N ,N ,N 
DIBENZYLINE ,PHENOXYBENZAMINE HCL ,376,1191,1500.6,12855733.39,330,  ,660,873.7,6554448.90,  ,200,N ,N ,N ,N 
DICLOFENAC POTASSIUM ,DICLOFENAC POTASSIUM ,46707,445104,495297.7,14134154.53,181836,  ,305498,346642.6,9958137.13,  ,127057,N ,N ,N ,N 
DICLOFENAC SODIUM ,DICLOFENAC SODIUM ,185364,2394078,3117427.4,144242009.01,880142,  ,1778514,2395651.4,99281815.96,  ,670851,N ,N ,N ,N 
DICLOFENAC SODIUM ER ,DICLOFENAC SODIUM ,29669,194754,266080.8,4640168.57,66173,  ,148625,211605.7,3615511.12,  ,51015,N ,N ,N ,N 
DICLOFENAC SODIUM-MISOPROSTOL ,DICLOFENAC SODIUM/MISOPROSTOL ,25015,108169,160731.3,20854817.50,32551,  ,92062,140399.6,18078822.49,  ,27995,N ,N ,N ,N 
DICLOXACILLIN SODIUM ,DICLOXACILLIN SODIUM ,21969,55654,59737.4,1542452.35,39196,  ,45097,48643.8,1237427.36,  ,32038,N ,Y ,N ,N 
DICYCLOMINE HCL ,DICYCLOMINE HCL ,193160,1753190,2082009.5,15269882.13,621912,  ,1191771,1455960.5,10167009.40,  ,437047,N ,N ,N ,N 
DIDANOSINE ,DIDANOSINE ,1066,9173,10237.5,1914072.45,1215,  ,2216,2682.9,504454.18,  ,312,N ,N ,N ,N 
DIETHYLPROPION HCL ER ,DIETHYLPROPION HCL ,,40,40,1095.20,,  ,23,23,629.74,* ,,N ,N ,N ,N 
DIFFERIN ,ADAPALENE ,627,1296,1498.8,336284.08,766,  ,773,905.7,185688.15,  ,485,N ,N ,N ,N 
DIFICID ,FIDAXOMICIN ,5321,7923,7930.3,25887765.20,5835,  ,6385,6392.3,20701831.82,  ,4782,N ,Y ,N ,N 
DIFLORASONE DIACETATE ,DIFLORASONE DIACETATE ,6790,18432,19604.8,6747899.65,9987,  ,15339,16402.2,5435725.29,  ,8692,N ,N ,N ,N 
DIFLUCAN ,FLUCONAZOLE ,1022,1713,1831.5,490290.50,925,  ,1222,1306.3,255540.73,  ,686,N ,N ,N ,N 
DIFLUNISAL ,DIFLUNISAL ,7931,45660,60862.1,3909124.96,17375,  ,33933,47248.4,2992415.94,  ,12955,N ,N ,N ,N 
DIGITEK ,DIGOXIN ,65003,406881,770290.4,18254202.28,111013,  ,371316,716528.1,16911453.16,  ,102459,N ,N ,Y ,N 
DIGOX ,DIGOXIN ,147144,1688229,2649379,71728053.69,385704,  ,1539303,2433759.2,65738447.31,  ,352953,N ,N ,Y ,N 
DIGOXIN ,DIGOXIN ,173007,2435453,3985166.6,105695125.78,513828,  ,2206564,3650786.3,96575469.27,  ,468086,N ,N ,Y ,N 
DIHYDROCODEIN-ACETAMINOPH-CAFF ,DHCODEINE BT/ACETAMINOPHN/CAFF ,87,166,167,35030.83,116,  ,81,82,15258.49,  ,64,Y ,N ,N ,N 
DIHYDROERGOTAMINE MESYLATE ,DIHYDROERGOTAMINE MESYLATE ,1420,5399,5835,11118306.71,1781,  ,1524,1761.6,3181492.07,  ,535,N ,N ,N ,N 
DILANTIN ,PHENYTOIN ,4558,30673,38127.8,1821366.85,4536,  ,13065,17396.2,649268.36,  ,2225,N ,N ,N ,N 
DILANTIN ,PHENYTOIN SODIUM EXTENDED ,32316,285698,383675,23505335.59,37523,  ,161920,234062.7,13782503.48,  ,23142,N ,N ,N ,N 
DILANTIN-125 ,PHENYTOIN ,481,3118,3396.4,421931.26,392,  ,1165,1255.2,145027.48,  ,161,N ,N ,N ,N 
DILATRATE-SR ,ISOSORBIDE DINITRATE ,177,682,1102.4,178035.73,162,  ,620,996.3,162161.58,  ,146,N ,N ,N ,N 
DILAUDID ,HYDROMORPHONE HCL ,1330,6842,6993.8,3072392.25,1015,  ,2386,2466.6,950399.60,  ,411,Y ,N ,N ,N 
DILAUDID ,HYDROMORPHONE HCL/PF ,42,130,132,10497.40,36,  ,43,45,1579.72,  ,18,Y ,N ,N ,N 
DILAUDID-HP ,HYDROMORPHONE HCL/PF ,11,42,42.3,15542.86,12,# ,,,,# ,,Y ,N ,N ,N 
DILT-CD ,DILTIAZEM HCL ,165,456,565.6,12261.34,165,  ,412,517.6,11448.09,  ,148,N ,N ,N ,N 
DILT-XR ,DILTIAZEM HCL ,84535,488510,946705.7,20296096.62,138223,  ,445340,878487.9,18782725.84,  ,126448,N ,N ,N ,N 
DILTIAZEM 12HR ER ,DILTIAZEM HCL ,36918,140332,222734.4,19757101.72,40688,  ,126399,203547.9,17937182.50,  ,36626,N ,N ,N ,N 
DILTIAZEM 24HR CD ,DILTIAZEM HCL ,167639,1866619,2714709.4,66640967.13,414175,  ,1681001,2478538.2,60861272.03,  ,374519,N ,N ,N ,N 
DILTIAZEM 24HR ER ,DILTIAZEM HCL ,172464,1561880,2599481,99848647.26,452593,  ,1403506,2377180,90057353.54,  ,409884,N ,N ,N ,N 
